1,2158713582,주식회사오에스엘이엔지,한수진,20,790,000,63.191,,2018/03/27 14:03:25, ,
2,1228626376,주식회사 비티엑스엔펌,이은영,22,000,000,66.869,,2018/03/28 18:01:26, ,
3,3198600757,주식회사씨피에스연구소,김성호,24,200,000,73.556,,2018/03/28 09:31:44, ,
4,2208627233,차스텍이앤씨(주),차순철,25,267,000,76.799,,2018/03/27 11:42:53, ,
5,2308109294,에스이솔루션 주식회사,전병두,27,500,000,83.586,,2018/03/27 15:49:38, ,
6,1138600877,주식회사 성우피앤에스,심규식,29,007,000,88.167,,2018/03/27 14:05:31, ,
7,1198707098,주식회사 한국안전환경과학원,송지태,29,010,928,88.179,,2018/03/27 10:30:30, ,
8,5138173503,에스텍이엔씨 주식회사,김정훈,32,800,000,99.696,,2018/03/27 14:47:20, ,
,1448125523,주식회사 한국방폭인증센터,정수연,33,590,150,102.097,,2018/03/27 14:38:29,예가초과,
