1,6178206434,부경대학교 산학협력단,김창수,39,000,000,90.697,,2018/03/26 14:04:54, ,
,3258100378,주식회사 해양생물자원연구소,반태우,44,000,000,102.325,,2018/03/26 11:17:05,예가초과,
