1,5138173196,원안전 주식회사,김영대,134,387,000,86.907,01 11,2018/03/26 10:07:27, ,
2,2118212136,(재)한국재난연구원,윤영조,134,490,000,86.974,15 06,2018/03/27 10:54:37, ,
3,2148611852,(주)한림구조엔지니어링,정석봉,134,539,640,87.006,08 15,2018/03/26 18:06:27, ,
4,1208181024,에스큐엔지니어링(주),이래철,134,639,000,87.070,07 14,2018/03/27 10:59:57, ,
5,6048132827,(주)부산미르구조진단,홍임표,134,647,200,87.076,11 03,2018/03/26 17:58:01, ,
6,6068161954,(주)대영구조기술단,안영호,134,777,500,87.160,07 06,2018/03/26 15:04:17, ,
7,2208704241,주식회사 한국시설안전연구원,안평기,134,960,000,87.278,15 03,2018/03/27 13:21:06, ,
8,1198176744,(주)미래원씨앤엠,이창열,135,114,000,87.378,06 01,2018/03/26 13:51:56, ,
9,2228132168,지호이엔씨 주식회사,지미숙,135,303,000,87.500,12 06,2018/03/27 09:13:47, ,
10,1208166381,(주)형상엔지니어링,손상해,135,548,875,87.659,15 10,2018/03/26 13:35:10, ,
11,4168167277,(유)신구조엔지니어링건축사사무소,이강근,135,600,000,87.692,15 04,2018/03/26 12:39:28, ,
12,1188112617,주식회사 영화키스톤건축사사무소,김주열,135,629,010,87.711,04 03,2018/03/26 13:13:30, ,
13,1358163557,(주)마루엔지니어링 건축사사무소,성낙준,135,632,500,87.713,04 06,2018/03/26 16:05:40, ,
14,5028162739,주식회사 두루,최병극,135,946,000,87.916,05 10,2018/03/26 13:12:24, ,
15,2208178232,한백건설안전(주),김기억,136,050,000,87.983,07 12,2018/03/27 10:27:19, ,
16,1238606975,주식회사 정우구조엔지니어링,이홍재,136,057,000,87.987,04 01,2018/03/27 08:43:12, ,
17,1208202536,(재)한국건설품질연구원,김인식,136,170,000,88.060,05 02,2018/03/27 13:19:36, ,
18,1208165266,주식회사 오푸스펄 구조기술사사무소,이인영,136,184,549,88.070,01 07,2018/03/27 10:09:36, ,
19,2208605791,(주)에센엔지니어링,문종기,136,246,000,88.110,14 09,2018/03/23 16:48:48, ,
20,6098127917,주식회사 백산엔지니어링,이정호,136,260,000,88.119,02 08,2018/03/26 14:56:23, ,
21,2148674819,주식회사 삼림엔지니어링,김인석,136,680,000,88.390,04 11,2018/03/27 10:45:15, ,
22,1298680954,효심 주식회사,김지연,136,736,000,88.427,05 03,2018/03/26 10:23:46, ,
23,1388117479,한세이엔씨(주),김종만,136,930,900,88.553,08 03,2018/03/27 09:39:25, ,
24,2228800350,주식회사 더원이앤씨,이동근,137,040,000,88.623,13 03,2018/03/26 09:35:37, ,
25,6098613285,주식회사 한국건설시험연구소,김성수,137,796,000,89.112,15 04,2018/03/26 08:51:48, ,
26,5358700297,주식회사 이앤에스솔루션,주기수,138,540,000,89.593,09 01,2018/03/26 13:30:05, ,
,1388173791,(주)에스엠구조안전진단,한홍수,133,619,080,86.411,13 02,2018/03/26 18:26:09,낙찰하한선 미달,
,2208776497,(주)주원구조기술사사무소건축사사무소,김선철,133,740,442,86.489,14 10,2018/03/26 17:24:19,낙찰하한선 미달,
,5058118926,주식회사 동도안전,오영호,133,770,770,86.509,10 04,2018/03/26 21:41:47,낙찰하한선 미달,
,4088146795,(주)한국구조물안전연구원,이채규,133,880,000,86.580,02 07,2018/03/27 10:45:15,낙찰하한선 미달,
,1208186276,케이에스엠기술(주),홍현표,134,026,000,86.674,06 02,2018/03/26 14:41:06,낙찰하한선 미달,
,1308207009,사단법인 대한산업안전협회,윤양배,134,120,000,86.735,01 03,2018/03/27 10:21:54,낙찰하한선 미달,
