1,3052990451,지그래픽,임형순,,,,2018/03/26 18:30:44, ,
2,3058625628,(주)디제이커뮤니케이션즈,장원익,,,,2018/03/27 09:38:40, ,
,2011144043,제이앤씨,김병철,,,,2018/03/25 12:31:10,협상평가부적격자,
,3053296023,CN 프린텍,이춘희,,,,2018/03/26 20:38:34,협상평가부적격자,
