1,1288127761,(주)대길이에스,김문회,12,287,000,88.016,01 08,2018/03/30 09:50:24, ,
* 1,1218182555,주식회사 한강이앰피,정승훈,12,287,000,88.016,04 05,2018/04/02 09:17:27, ,
3,1308176931,우광개발주식회사,임태권,12,288,200,88.025,04 07,2018/04/02 08:27:37, ,
4,1278185768,대흥에코 주식회사,유영미,12,290,430,88.041,10 01,2018/04/02 08:20:55, ,
5,2108122819,(주) 강북공영,안동인,12,302,500,88.127,02 09,2018/04/02 09:41:23, ,
6,1328130310,(주)방태,김용남,12,318,000,88.238,15 06,2018/04/02 08:18:45, ,
7,1288129075,문화기업(주),최상우,12,347,000,88.446,15 07,2018/04/02 07:54:43, ,
8,2108800186,주식회사 문안환경,윤덕순,12,452,000,89.198,11 01,2018/04/02 09:10:49, ,
,1278173184,주식회사 청명산업,우영희,12,136,000,86.934,15 03,2018/03/30 15:30:19,낙찰하한선 미달,
,1278123476,주식회사 베르원,이기호,12,145,000,86.999,14 11,2018/04/02 08:10:16,낙찰하한선 미달,
,1278173715,(주)홍명산업,홍기영,12,175,000,87.214,11 08,2018/04/02 09:25:50,낙찰하한선 미달,
,1248169018,(주)진흥중공업,박찬양,12,176,000,87.221,03 10,2018/03/30 14:01:43,낙찰하한선 미달,
,1358169717,(주)지솔알이에이치,유재원,12,177,000,87.228,08 03,2018/04/02 08:57:36,낙찰하한선 미달,
,1278121842,(주)신명,이주한,12,180,000,87.250,08 13,2018/04/02 09:20:57,낙찰하한선 미달,
,1278167251,유한회사 도성개발,윤칠중,12,184,000,87.278,04 02,2018/04/02 09:21:32,낙찰하한선 미달,
,1258152882,광일환경 주식회사,김명환,12,196,000,87.364,02 10,2018/03/31 13:01:08,낙찰하한선 미달,
,1328131532,(주)오성개발,정유진,12,199,000,87.386,15 01,2018/03/29 11:07:33,낙찰하한선 미달,
,1098144279,서울N.E.T. (주),안성효,12,199,600,87.390,08 06,2018/04/02 09:40:46,낙찰하한선 미달,
,1328112869,(주)한진산업,김상현,12,202,740,87.412,14 10,2018/03/30 15:24:54,낙찰하한선 미달,
,1328158322,(주)금왕산업개발,강수영,12,204,250,87.423,14 07,2018/03/31 21:51:28,낙찰하한선 미달,
,1258156568,가람산업주식회사,고영준,12,207,540,87.447,07 04,2018/03/30 10:28:31,낙찰하한선 미달,
,1248128278,삼환환경(주),강재성,12,209,980,87.464,06 03,2018/04/02 08:56:32,낙찰하한선 미달,
,1278149267,주식회사 대아산업개발,신은식,12,211,340,87.474,11 08,2018/03/30 18:06:09,낙찰하한선 미달,
,7998100360,(주)진흥종합환경,유미경,12,213,000,87.486,07 01,2018/03/30 18:23:20,낙찰하한선 미달,
,1328113529,(주)가남환경,김은희,12,214,850,87.499,06 05,2018/03/29 02:22:39,낙찰하한선 미달,
,1328166098,주식회사 도성환경개발,윤훈철,12,218,000,87.522,08 03,2018/04/02 09:24:20,낙찰하한선 미달,
,1278120993,신잔토개발 주식회사,구경신,12,223,900,87.564,07 11,2018/03/31 09:54:17,낙찰하한선 미달,
,1268157518,(주)삼성환경개발,이호찬,12,225,000,87.572,04 12,2018/03/30 14:04:17,낙찰하한선 미달,
,1278134648,(주)건용환경개발,김영철,12,225,800,87.578,05 03,2018/04/02 09:10:04,낙찰하한선 미달,
,1278171003,(주)씨.에스,최상준,12,229,000,87.601,14 08,2018/03/31 14:30:48,낙찰하한선 미달,
,1278120412,주식회사 수도환경,김창순,12,229,000,87.601,04 07,2018/04/02 09:34:35,낙찰하한선 미달,
,1278167983,중동환경 주식회사,이병득,12,230,500,87.611,15 05,2018/03/31 14:53:02,낙찰하한선 미달,
,1278122201,산양환경산업 주식회사,장택무,12,236,000,87.651,10 03,2018/04/02 09:31:07,낙찰하한선 미달,
,1258141328,동부이엔티 주식회사,허진원,12,237,700,87.663,12 04,2018/04/02 08:43:46,낙찰하한선 미달,
,1268128804,현대환경(주),고광만,12,243,000,87.701,05 14,2018/03/29 10:01:30,낙찰하한선 미달,
,1278146412,금강도시환경(주),이상훈,12,253,000,87.772,06 13,2018/04/01 23:47:20,낙찰하한선 미달,
,1358113381,정일산업(주),박상만,12,261,900,87.836,01 04,2018/04/02 08:18:42,낙찰하한선 미달,
,1278606564,주식회사세림이엔아이,염경식,12,265,000,87.858,04 08,2018/04/02 09:30:28,낙찰하한선 미달,
,1328112947,(주)동보이앤시,김지환,12,282,900,87.987,11 09,2018/03/30 19:22:57,낙찰하한선 미달,
