1,2038145134,(주)그래픽코리아,이홍택,124,670,000,95.900,,2018/03/27 13:24:43, ,
,1448128743,주식회사 에스아이티문헌정보센터,김선희,104,000,000,80.000,,2018/03/21 13:37:10,협상평가부적격자,
