1,1313173626,엠케이오 코퍼레이션,KO MINNIE YOUN A,60,426,175,,,2018/03/22 09:33:49, ,
,1212592566,웹퍼니,허해민,57,640,000,,,2018/03/22 16:36:57,협상평가부적격자,
