1,2208731001,주식회사 대광종합기술단,이창덕,112,852,480,88.028,01 12,2018/03/28 09:45:08, ,
2,2148802487,주식회사 보드플랜이엔씨,안노사,112,905,000,88.069,12 11,2018/03/22 13:06:42, ,
3,2158642718,주식회사 엔탑엔지니어링,신수정,113,122,600,88.238,14 09,2018/03/27 22:56:47, ,
4,1388100094,주식회사 신성엔지니어링,정찬섭,113,181,000,88.284,05 14,2018/03/28 10:57:50, ,
5,1278160942,주식회사 케이지엔지니어링종합건축사사무소,천병희,113,238,000,88.328,01 12,2018/03/23 19:52:12, ,
6,4108637106,주식회사 연컨설턴트,이재호,113,266,000,88.350,02 14,2018/03/23 17:00:33, ,
7,5478800297,주식회사 원정이앤씨,전지은,113,448,000,88.492,08 11,2018/03/28 10:15:41, ,
8,1138187321,(주)청마,김영환,113,466,000,88.506,02 01,2018/03/27 11:23:35, ,
9,1378172917,(주)청운이엔씨,이기철,113,511,000,88.541,04 15,2018/03/27 17:19:15, ,
10,1108172095,주식회사 신화엔지니어링,신화정,113,567,000,88.585,11 05,2018/03/25 21:57:21, ,
11,5918100131,주식회사 이츠플랜,신용식,113,648,140,88.648,14 04,2018/03/22 13:46:57, ,
12,1058616024,한국자연환경연구소 주식회사,조양근,113,669,000,88.664,15 14,2018/03/27 11:47:23, ,
13,2208171296,인정컨설턴트(주),최창현,113,712,000,88.698,05 07,2018/03/26 08:53:51, ,
14,2608100203,가온엔지니어링 주식회사,김윤아,113,870,000,88.821,13 09,2018/03/26 17:36:25, ,
15,1238185387,주식회사 영진환경테크,강창환,113,870,900,88.822,02 01,2018/03/26 09:35:11, ,
16,2158665540,주식회사 소운이엔씨,심설웅,113,930,000,88.868,07 01,2018/03/26 10:16:34, ,
17,1358648380,주식회사 가온이엔지,박진영,114,047,600,88.960,01 12,2018/03/23 11:02:54, ,
18,1238187667,주식회사 건영이엔씨,박선희,114,117,970,89.015,14 13,2018/03/23 16:42:43, ,
19,2158175155,주식회사 네이코스엔지니어링,조운자,114,135,200,89.028,13 10,2018/03/27 18:29:57, ,
20,1308145627,(주)환경그룹,양부열,114,348,000,89.194,12 07,2018/03/27 10:03:22, ,
21,1248702187,주식회사 에스엠이엔씨,방경화,114,352,000,89.197,09 08,2018/03/27 11:06:20, ,
22,1268654909,주식회사 그린기술공사,황현덕,114,432,640,89.260,01 14,2018/03/27 09:20:55, ,
23,1238188123,주식회사 金炅엔지니어링,문충선,114,464,200,89.285,09 11,2018/03/27 10:27:18, ,
24,1248663305,(주)국토해양환경기술단,권철휘,114,553,500,89.354,02 05,2018/03/28 09:35:31, ,
25,1258190998,(주)거성엔지니어링,이종현,114,615,800,89.403,02 06,2018/03/27 10:57:10, ,
26,1328106125,주식회사 경호엔지니어링종합건축사사무소,조영수,114,620,000,89.406,12 07,2018/03/28 09:27:10, ,
27,1388131938,(주)국토엔지니어링,이성우,114,722,830,89.486,08 13,2018/03/28 09:01:13, ,
28,2138630216,주식회사 세일엔지니어링,김연희,114,947,900,89.662,07 12,2018/03/27 09:23:11, ,
29,1388164803,주식회사 청암엔지니어링,양용수,115,652,000,90.211,02 05,2018/03/23 14:22:54, ,
