1,1058175163,주식회사 아세아항측,임상문,1,111,730,000,83.086,02 11,2018/03/28 07:28:35, ,
2,3018140355,새한항업(주),김여일,1,115,622,000,83.377,04 13,2018/03/27 19:14:12, ,
3,2148101868,(주)범아엔지니어링,안호준,1,115,701,000,83.383,06 10,2018/03/28 09:33:13, ,
4,1238195245,주식회사 지오투정보기술,오정환,1,117,639,000,83.527,07 09,2018/03/27 19:13:48, ,
5,2068151523,(주)대지이엔지,태웅성,1,122,510,700,83.892,09 02,2018/03/28 10:17:13, ,
,4028162555,주식회사 올포랜드,성동권,1,099,666,400,82.184,13 07,2018/03/27 19:34:08,낙찰하한선 미달,
,1078174705,주식회사 신한항업,배상태,1,099,800,000,82.194,02 10,2018/03/28 08:47:02,낙찰하한선 미달,
,1108110726,중앙항업(주),사재광,1,101,745,150,82.340,11 07,2018/03/27 17:05:58,낙찰하한선 미달,
,1288122335,삼아항업 주식회사,길영옥,1,101,967,000,82.356,09 14,2018/03/28 09:28:40,낙찰하한선 미달,
,2158169556,네이버시스템 주식회사,임병조,1,102,917,000,82.427,10 15,2018/03/28 09:51:55,낙찰하한선 미달,
,6088119904,주식회사 동광지엔티,한춘득,1,106,000,000,82.658,02 15,2018/03/28 09:26:21,낙찰하한선 미달,
,1288657862,주식회사첨단공간정보,황희령,1,106,610,367,82.703,03 09,2018/03/28 10:27:36,낙찰하한선 미달,
,1098636323,주식회사 지오스토리,위광재,1,108,456,000,82.841,13 02,2018/03/28 09:25:25,낙찰하한선 미달,
,1288156136,제일항업(주),이경호,1,108,710,000,82.860,13 05,2018/03/27 17:48:53,낙찰하한선 미달,
,1078669793,(주)한국에스지티,이강원,1,109,253,000,82.901,04 03,2018/03/27 21:40:45,낙찰하한선 미달,
