1,1348716261,에스엠종합관리주식회사,신광순,40,599,000,88.008,06 07,2018/03/26 16:22:11, ,
2,2478600618,주식회사 대경에스텍,허명숙,40,601,100,88.012,09 06,2018/03/26 14:41:57, ,
3,5552700230,엘리트종합관리,조승현,40,641,230,88.099,12 06,2018/03/29 22:21:33, ,
4,1348149697,(주)태성안전,심점례,40,692,700,88.211,11 07,2018/03/27 11:22:03, ,
5,1348611992,주식회사 남양,정선구,40,714,100,88.257,01 13,2018/03/26 10:07:49, ,
6,1348626286,(주)더블엠종합관리,전기영,40,727,550,88.287,07 06,2018/03/28 20:54:12, ,
7,1342837935,풍성환경,김봉희,40,749,000,88.333,04 11,2018/03/29 18:02:53, ,
8,1348140546,선진환경 주식회사,이교헌,40,754,320,88.345,04 10,2018/03/30 09:33:02, ,
9,1348713866,주식회사 글로벌씨앤케이,이은경,40,802,600,88.449,08 09,2018/03/27 00:57:43, ,
10,1348644528,주식회사 한빛보안,이완균,40,808,920,88.463,12 13,2018/03/30 08:56:03, ,
11,7018700690,주식회사 별암,편선미,40,816,000,88.478,15 08,2018/03/28 10:08:41, ,
12,1348718084,주식회사 엔앤비종합건설,김용균,40,836,220,88.522,09 06,2018/03/27 15:03:30, ,
13,1348703811,주식회사 미래종합관리시스템,전동배,40,842,900,88.537,14 07,2018/03/29 09:11:15, ,
14,1342113633,으뜸환경,차기호,40,848,100,88.548,14 02,2018/03/28 20:05:59, ,
15,1348609763,(주)밝은미래,정오순,40,874,600,88.605,02 12,2018/03/28 09:49:55, ,
16,6168613279,주식회사 태광종합건설,신순이,40,889,680,88.638,01 07,2018/03/29 11:10:27, ,
17,1666800028,스마트종합관리,전정희,40,889,742,88.638,10 06,2018/03/28 23:55:18, ,
18,1348733241,주식회사 푸른소금,강창명,40,895,940,88.652,10 13,2018/03/30 09:15:19, ,
19,1348650864,주식회사 욱일엠티에스,권홍태,40,902,300,88.665,09 12,2018/03/29 19:30:24, ,
20,1070616692,미래도시환경,강금미,40,923,410,88.711,05 12,2018/03/30 00:10:41, ,
21,1340290658,경인이엔지,김용순,40,928,100,88.721,07 13,2018/03/26 17:08:17, ,
22,1340768618,명품크린써비스,김규택,40,933,440,88.733,11 12,2018/03/30 04:06:47, ,
23,1348633337,주식회사포스엔,권경자,40,935,400,88.737,10 11,2018/03/27 02:18:10, ,
24,4678800797,주식회사두영시스템,장태성,40,938,400,88.744,03 02,2018/03/29 10:28:14, ,
25,1348660794,영지산업주식회사,최지수,40,948,400,88.765,02 04,2018/03/29 14:52:05, ,
26,4978100635,주식회사 에스엠케이 (SMK Co., Ltd.)*,송명광,40,949,590,88.768,11 10,2018/03/30 09:05:43, ,
27,1348623085,(주)신원티에스,박근무,40,952,770,88.775,12 10,2018/03/28 09:36:50, ,
28,1058651768,대동이앤씨주식회사,이진주,40,971,996,88.816,02 15,2018/03/28 15:56:14, ,
29,8078100360,주식회사 경방에스씨엠,한혜란,40,983,100,88.840,07 06,2018/03/29 09:41:33, ,
30,1341421998,KS종합관리,최 귀 복,41,003,930,88.886,01 11,2018/03/27 19:03:22, ,
31,1348732373,주식회사 서영씨엔에스,김용수,41,010,030,88.899,13 15,2018/03/27 19:35:42, ,
32,4708100533,주식회사 제이스클린,이유미,41,017,960,88.916,04 05,2018/03/30 08:42:53, ,
33,1348132406,주식회사 청원종합관리,이평훈,41,021,000,88.923,01 03,2018/03/27 11:27:51, ,
34,1348160936,주식회사신강개발,최해진,41,021,050,88.923,12 11,2018/03/30 09:35:14, ,
35,1348178187,주식회사 디케이,강윤순,41,021,300,88.923,11 01,2018/03/27 18:45:39, ,
36,1348665805,(주)대성종합관리,강계순,41,026,390,88.934,02 10,2018/03/28 12:03:30, ,
37,7020500440,경희이엔씨,명현숙,41,029,060,88.940,08 14,2018/03/28 20:58:11, ,
38,1348676020,주식회사 이지아이피,김광연,41,034,530,88.952,01 06,2018/03/29 14:40:02, ,
39,1348679973,(주)발해종합관리,이범수,41,035,630,88.954,04 03,2018/03/27 10:45:36, ,
40,1348629134,(주)경안스틸,양승구,41,042,000,88.968,02 12,2018/03/29 17:36:14, ,
41,1348629167,대광인트로잡 주식회사,문영민,41,056,280,88.999,07 12,2018/03/26 14:09:28, ,
42,1348700982,주식회사한반도시스템,김은아,41,065,000,89.018,12 09,2018/03/28 08:47:30, ,
43,3643500435,제이디시스템,김동률,41,090,400,89.073,11 12,2018/03/30 01:01:54, ,
44,1348642350,동우리 주식회사,조연숙,41,097,600,89.089,12 11,2018/03/26 17:08:42, ,
45,1348652047,주식회사동서환경,한숙자,41,105,200,89.105,02 11,2018/03/30 04:32:01, ,
46,1348632997,주식회사비지엠,이영식,41,105,860,89.107,04 11,2018/03/26 18:18:44, ,
47,5028147548,풍천건설산업(주),임성빈,41,110,960,89.118,02 04,2018/03/29 17:29:38, ,
48,7328600246,주식회사 고주몽,이희영,41,116,190,89.129,12 14,2018/03/30 09:57:33, ,
49,7623000314,한나크린,박연희,41,126,871,89.152,04 03,2018/03/29 15:03:55, ,
50,1348119780,현대빌딩관리(주),이태섭,41,129,600,89.158,04 13,2018/03/29 09:31:58, ,
