1,1018662661,주식회사 아츠리퍼블릭,최중민,59,830,000,,,2018/03/27 06:54:22, ,
2,2208885917,주식회사 에픽캔,이유범,57,240,640,,,2018/03/27 11:24:34, ,
,4188700541,주식회사 위즈씨앤씨,홍창환,56,650,000,,,2018/03/23 18:02:40,협상평가부적격자,
,1192084281,썬앤아트,박선기,59,788,300,,,2018/03/26 02:46:48,협상평가부적격자,
,2178130718,주식회사 제이스타 컴퍼니,곽유림,57,800,000,,,2018/03/27 00:46:53,협상평가부적격자,
