1,5038177778,(주)캠퍼스,박근형,5,900,84.307,07 09,2018/03/26 15:16:09, ,
,5048175282,주식회사 연두,권달호,7,000,100.026,03 02,2018/03/20 18:47:48,예가초과,
,5038175256,(주)태극식품,김준형,,,,,규격서평가부적격,
,5038191687,주식회사 푸드맘,엄영식,,,,,규격서평가부적격,
