1,1263600183,정우가축,송규용,200,812,673,87.030,12 08,2018/03/30 16:55:43, ,
2,3087800107,우리축산방역,이휘영,201,253,700,87.221,10 13,2018/03/31 23:42:14, ,
3,5210700656,동양주택건축, 가축,장정숙,201,628,863,87.384,06 12,2018/03/30 14:12:42, ,
,3401500431,ARK,서상진,199,615,899,86.512,11 13,2018/03/30 18:10:13,낙찰하한선 미달,
