1,3138113472,대웅엔지니어링주식회사,박한규,85,280,010,87.766,06 14,2018/03/27 04:49:39, ,
2,3128636934,(주)세종이엔씨,이인안,85,287,512,87.774,03 05,2018/03/27 09:12:47, ,
3,1388117917,(주)우경엔지니어링,박일양,85,527,000,88.020,14 11,2018/03/26 07:58:04, ,
4,3118115324,주식회사 한서,송기용,85,540,000,88.033,01 05,2018/03/27 09:15:38, ,
5,3128153485,주식회사 천마기술단,최규영,85,579,000,88.074,03 08,2018/03/26 17:39:55, ,
5,3128111530,주식회사 한경기술공사,윤여삼,85,579,000,88.074,05 03,2018/03/26 11:51:21, ,
7,3078116488,주식회사 드림이엔지,홍윤표,85,583,000,88.078,13 04,2018/03/27 09:38:53, ,
8,3058145503,주식회사 재성기술단,석대열,85,610,000,88.105,04 11,2018/03/26 20:36:18, ,
9,3078104468,(주)삼육건설엔지니어링,이상수,85,612,000,88.108,03 15,2018/03/26 17:25:27, ,
10,1388141469,주식회사 우주엔지니어링,최 종 남,85,641,000,88.137,13 09,2018/03/26 14:57:19, ,
11,3138125658,주식회사 태송엔지니어링,김홍진,85,650,000,88.147,13 11,2018/03/27 09:01:17, ,
12,3058167230,주식회사 동양기술단,김은영,85,769,000,88.269,06 02,2018/03/23 17:54:48, ,
13,3078133473,주식회사 기산엔지니어링,강도묵,85,844,000,88.346,15 04,2018/03/27 09:03:49, ,
14,3078116192,주식회사 양지,양계승,85,886,000,88.390,04 06,2018/03/27 09:09:38, ,
15,3128112150,신성이앤씨 주식회사,김명노,85,955,000,88.461,09 01,2018/03/27 09:26:08, ,
16,5508600611,주식회사 보경엔지니어링,김종학,85,965,000,88.471,11 05,2018/03/27 08:42:24, ,
17,1198183930,상지엔지니어링 주식회사,이 태 우,86,014,000,88.521,11 09,2018/03/26 18:16:38, ,
18,8808700256,주식회사 수성이앤씨,염용규,86,015,000,88.522,03 08,2018/03/27 09:10:14, ,
19,4178131302,주식회사 우빈,이긍익,86,091,000,88.600,08 05,2018/03/26 17:01:49, ,
20,3088132424,주식회사 유원엔지니어링,유종갑,86,102,630,88.612,02 03,2018/03/26 10:47:29, ,
21,3168120235,주식회사 경인엔지니어링,김명섭,86,161,000,88.673,12 13,2018/03/26 11:05:47, ,
22,2298117625,주식회사 장맥엔지니어링,백진기,86,165,000,88.677,01 07,2018/03/27 08:33:00, ,
23,3128113464,주식회사 세일종합기술공사,이호순,86,222,000,88.735,02 06,2018/03/27 09:44:57, ,
24,1278193254,주식회사 보람,신세철,86,252,000,88.766,09 10,2018/03/23 18:57:17, ,
25,3108114055,(주)수엔지니어링,김재숙,86,266,330,88.781,06 04,2018/03/21 10:41:23, ,
26,3128111675,주식회사 경동엔지니어링,강재홍,86,307,000,88.823,14 05,2018/03/27 09:34:17, ,
27,3088116220,주식회사 계림엔지니어링,박홍범,86,358,000,88.875,01 10,2018/03/26 18:14:44, ,
28,1238197049,주식회사 명성엔지니어링,박상수,86,445,000,88.965,10 05,2018/03/27 09:28:46, ,
29,1208171472,주식회사 송현알앤디,이상득,87,200,000,89.742,05 06,2018/03/27 08:59:33, ,
