1,5118107588,주성건설환경(주),이소영,989,690,000,85.532,09 07,2018/03/28 14:37:53, ,
2,5088134094,도청이전주민생계조합신세계환경주식회사,권영달,989,745,600,85.536,04 11,2018/03/28 13:09:24, ,
3,5088104829,대성골재(주),장영수,989,997,000,85.558,03 15,2018/03/30 09:49:46, ,
4,5108114427,(주)그린파워텍,조명범,990,054,900,85.563,10 05,2018/03/29 08:52:20, ,
5,5068152039,(주)포항환경건설,최상수,990,240,000,85.579,06 05,2018/03/30 09:29:27, ,
6,5138159364,예스환경주식회사,이재철,990,288,060,85.583,07 02,2018/03/29 11:22:17, ,
7,5118110235,주식회사 문경환경,황정희,991,207,240,85.663,10 13,2018/03/29 09:23:08, ,
8,5068134706,우정환경(주),박재형,992,122,400,85.742,10 09,2018/03/29 09:42:10, ,
9,3088109656,대형환경(주),강희권,992,772,000,85.798,04 10,2018/03/29 10:24:33, ,
10,3028114054,대동개발(주),권영란,992,987,000,85.816,13 04,2018/03/30 09:38:38, ,
11,5058112975,대림산업(주),이경호,993,360,864,85.849,02 08,2018/03/29 13:54:48, ,
12,6158107027,(주)정우개발,조기영,993,475,000,85.859,11 12,2018/03/30 09:27:11, ,
13,5088116892,주식회사 부호산업개발,이형진,993,906,000,85.896,06 09,2018/03/28 14:44:51, ,
14,3058127257,인선기업 주식회사,곽명헌,994,222,000,85.923,09 13,2018/03/30 07:58:06, ,
15,6088118074,수성산업 주식회사,황장양,995,277,000,86.014,12 06,2018/03/28 14:26:36, ,
16,6088119466,대부개발 주식회사,금미자,995,288,700,86.015,04 14,2018/03/30 09:23:00, ,
17,6218124225,주식회사 선영테크,박훈일,995,424,000,86.027,03 13,2018/03/30 09:21:15, ,
18,3018181851,(주)범진,한구현,995,631,698,86.045,10 09,2018/03/29 10:03:55, ,
19,5038529973,더블유아이케이환경(주) 고령지점,김기수,996,169,700,86.092,01 14,2018/03/29 16:58:00, ,
20,6158125476,한맥(주),허만율,996,296,900,86.103,09 14,2018/03/28 15:42:06, ,
21,5118106070,주식회사 새재환경,조병호,996,551,000,86.124,11 03,2018/03/30 09:03:39, ,
22,5138111701,구미녹색환경(주),백락광,997,335,000,86.192,01 15,2018/03/30 08:50:06, ,
23,5088120208,웅부환경 주식회사,유하규,997,779,000,86.231,01 09,2018/03/30 09:46:39, ,
24,5038132427,대한환경산업(주),전남숙,997,840,000,86.236,13 09,2018/03/29 17:52:11, ,
25,5088130346,(주)도암산업,황정임,997,852,400,86.237,10 12,2018/03/29 16:22:52, ,
26,3018130575,(주)중부환경,김기하,998,140,000,86.262,08 05,2018/03/30 09:27:18, ,
27,5120493223,소백환경,노진기,998,405,000,86.285,05 12,2018/03/29 09:19:54, ,
28,5138116915,(주)토종환경,손재무,999,233,000,86.356,06 10,2018/03/30 08:24:39, ,
29,3038137991,노은환경개발(주),이재욱,999,339,600,86.365,13 10,2018/03/30 08:50:38, ,
30,6158183554,세정건업 주식회사,이정재,999,453,000,86.375,05 06,2018/03/29 17:08:10, ,
31,5110385835,주흘산업개발,윤희영,999,593,000,86.387,14 01,2018/03/30 08:30:45, ,
32,5148127491,(주)세명산업개발,이종수,999,600,000,86.388,05 07,2018/03/28 10:32:38, ,
33,6118120751,주식회사 승안환경,정문균,1,000,211,000,86.441,08 04,2018/03/29 21:58:52, ,
34,6088135845,주식회사 오곡산업,윤종열,1,000,378,000,86.455,11 12,2018/03/30 08:11:59, ,
35,6158117205,주식회사 이엔에프(ENF Co.,Ltd.),우영기,1,000,727,450,86.485,05 11,2018/03/29 08:46:27, ,
36,5088111975,(주)대흥환경산업,홍순연,1,001,552,400,86.557,04 13,2018/03/30 08:11:31, ,
37,5068104503,(주)삼성,임연숙,1,001,827,100,86.580,14 11,2018/03/29 17:56:52, ,
38,5128115382,대성산업개발(주),장성철,1,002,098,900,86.604,07 02,2018/03/29 08:58:24, ,
39,6048141762,주식회사 새재아스콘,조성현,1,002,701,000,86.656,03 05,2018/03/30 08:58:11, ,
40,5058141733,한국신기술산업(주),홍순팔,1,004,273,000,86.792,09 07,2018/03/29 16:31:54, ,
41,5128118415,현대환경 주식회사,강순분,1,004,285,570,86.793,10 04,2018/03/28 11:48:40, ,
42,4518800147,청호환경산업 주식회사,김현주,1,004,311,000,86.795,11 10,2018/03/30 09:20:38, ,
43,6088183541,대진환경 주식회사,박진영,1,004,534,000,86.814,05 15,2018/03/30 09:06:25, ,
44,5068125416,우정건설(주),김명하,1,004,915,400,86.847,14 13,2018/03/29 08:44:47, ,
45,3028119215,(주)예당환경,이종환,1,004,919,300,86.848,12 03,2018/03/30 08:39:17, ,
46,5068173621,서현개발 주식회사,이현숙,1,005,240,583,86.875,12 05,2018/03/28 10:48:07, ,
47,4058108701,그린이엔티 주식회사,안성국,1,005,330,000,86.883,13 15,2018/03/30 09:33:22, ,
48,1070844800,진광,이갑수,1,006,129,400,86.952,15 09,2018/03/30 07:42:54, ,
49,3042501637,대교환경산업,이석문,1,006,225,900,86.961,11 05,2018/03/29 10:48:15, ,
50,5148129882,(주)디앤지산업,강옥자,1,006,357,000,86.972,10 07,2018/03/29 17:42:16, ,
