1,3078139161,주식회사 세종그룹엔지니어링,김미희,24,543,240,88.768,06 13,2018/03/28 09:09:02, ,
,2558800364,주식회사 누리기술단,박종일,24,105,090,87.184,04 15,2018/03/27 09:31:27,낙찰하한선 미달,
,3128155713,주식회사 대관,김진오,24,119,720,87.237,15 08,2018/03/27 17:42:48,낙찰하한선 미달,
,3078118152,합자회사 피이피그린,박인수,24,197,650,87.518,09 12,2018/03/26 17:26:40,낙찰하한선 미달,
,3128624215,우정이앤씨 주식회사,김태수,24,200,060,87.527,13 06,2018/03/27 15:12:55,낙찰하한선 미달,
,6088119904,주식회사 동광지엔티,한춘득,24,206,000,87.549,03 15,2018/03/27 17:24:02,낙찰하한선 미달,
,3128176474,주식회사 대림엠이씨,이용철,24,227,920,87.628,10 01,2018/03/28 08:45:59,낙찰하한선 미달,
,3122573302,이플랜엔지니어링,최영호,24,240,000,87.672,13 14,2018/03/23 17:57:44,낙찰하한선 미달,
,3128146913,(주)건우이엠씨,이준희,24,265,560,87.764,06 08,2018/03/26 10:56:48,낙찰하한선 미달,
,6158116415,주식회사 부흥기술단,고한선,24,274,560,87.797,05 14,2018/03/27 18:44:14,낙찰하한선 미달,
,3128145175,(주)유일엔지니어링,김광수,24,289,700,87.851,05 08,2018/03/27 17:38:00,낙찰하한선 미달,
