1,1248100718,에스케이네트웍스 주식회사,박상규,490,000,89.090,,2018/03/29 13:28:21, ,
,1138132864,에이제이렌터카 주식회사,윤규선,29,610,000,999.999,,2018/03/27 18:36:42,예가초과,
