1,1478701084,주식회사 제이엠지,문성수,45,500,000,98.891,,, ,
2,2208781762,(주) 맨앤웍스컨설팅,김종식,44,000,000,95.631,,, ,
,1148645111,주식회사 미래엔아이,오영복,45,915,000,99.793,,,협상평가부적격자,
,1018661449,인크루트 주식회사,서미영,46,000,000,99.978,,,협상평가부적격자,
