1,6088182294,좋은환경주식회사,차정원,298,532,000,86.793,09 10,2018/03/30 12:40:08, ,
2,6098124282,현대환경개발 주식회사,김민수,298,717,000,86.847,15 08,2018/03/30 05:17:49, ,
3,6138139386,동건환경 주식회사,이정미,299,040,000,86.941,06 05,2018/03/26 10:46:11, ,
4,6158125476,한맥(주),허만율,299,047,600,86.943,12 03,2018/03/29 17:32:49, ,
5,6158107027,(주)정우개발,조기영,299,112,000,86.962,09 07,2018/04/02 09:33:32, ,
6,6088118074,수성산업 주식회사,황장양,299,149,000,86.973,07 01,2018/03/29 15:03:04, ,
7,6198104304,사천환경 주식회사,김술년,299,407,000,87.048,11 13,2018/03/31 13:46:34, ,
8,6158183554,세정건업 주식회사,이정재,299,416,000,87.050,05 01,2018/03/31 16:08:58, ,
9,6088135845,주식회사 오곡산업,윤종열,299,511,000,87.078,10 07,2018/04/02 07:49:31, ,
10,4518800147,청호환경산업 주식회사,김현주,299,552,000,87.090,09 15,2018/04/02 09:00:25, ,
11,6128107498,태성개발(주),김효성,299,639,000,87.115,06 03,2018/04/02 09:14:45, ,
12,6138133683,주식회사 초원환경,양영아,299,987,000,87.216,14 09,2018/04/02 09:47:25, ,
13,6128105734,주식회사 조양산업,이기욱,300,000,000,87.220,03 02,2018/04/02 09:10:50, ,
14,6098167748,주식회사 두남환경,정중석,300,110,000,87.252,07 05,2018/04/02 08:52:26, ,
15,6158117205,주식회사 이엔에프(ENF Co.,Ltd.),우영기,300,593,110,87.393,15 01,2018/03/30 11:12:47, ,
16,6138127366,일신환경(주),이창근,301,618,900,87.691,04 12,2018/03/31 09:19:33, ,
17,6138139799,주식회사동영환경,임향자,301,770,000,87.735,08 06,2018/03/30 15:06:29, ,
18,6138105023,코데코 주식회사,이도숙,301,887,000,87.769,12 15,2018/04/02 09:30:32, ,
19,6088119466,대부개발 주식회사,금미자,301,934,800,87.783,08 10,2018/04/02 09:11:16, ,
20,7588100831,주식회사 주원환경,박주원,302,320,700,87.895,03 11,2018/04/02 08:59:16, ,
21,6118110646,(주)한국크락샤,하종탁,302,345,100,87.902,01 07,2018/03/30 14:35:55, ,
22,6138174985,주식회사 토지환경,차준호,302,719,650,88.011,12 04,2018/04/01 21:12:12, ,
23,6228102700,한통아스콘 주식회사,김외현,304,000,000,88.383,06 04,2018/04/02 09:11:46, ,
24,8688700222,주식회사 탑리사이클링,주성현,305,475,700,88.812,06 11,2018/03/29 10:03:46, ,
25,6088164791,(주)청림건업,변봉철,307,230,000,89.322,08 04,2018/03/27 11:56:52, ,
,6088183541,대진환경 주식회사,박진영,294,721,000,85.685,03 02,2018/04/02 09:06:01,낙찰하한선 미달,
,6158148504,(주)경부 이엔티,신휘영,295,089,000,85.792,06 03,2018/03/31 14:02:24,낙찰하한선 미달,
,6138129025,주식회사 아름산업,강태성,295,537,000,85.923,06 07,2018/04/02 09:19:36,낙찰하한선 미달,
,6138127099,주식회사 삼우리콘산업,양진수,295,662,000,85.959,13 05,2018/03/26 19:52:13,낙찰하한선 미달,
,6118120275,주식회사 은창환경,조동심,295,930,000,86.037,11 12,2018/04/02 09:09:12,낙찰하한선 미달,
,6158136560,주식회사 중앙환경,박용기,296,346,000,86.158,04 07,2018/04/02 09:10:52,낙찰하한선 미달,
,6138133330,삼삼환경 주식회사,박수연,297,332,000,86.444,07 01,2018/04/02 08:15:06,낙찰하한선 미달,
,5038165613,주식회사 상원엔텍,김정숙,297,606,800,86.524,14 06,2018/04/02 09:31:06,낙찰하한선 미달,
,6118111683,남양기업 주식회사,이필규,297,630,000,86.531,12 13,2018/04/02 09:26:33,낙찰하한선 미달,
,6118119458,주식회사 초계산업,류삼엽,297,693,300,86.549,08 11,2018/04/02 09:35:50,낙찰하한선 미달,
,6138133252,자원개발 주식회사,김필수,297,833,000,86.590,06 13,2018/03/29 17:33:32,낙찰하한선 미달,
,6138118080,주식회사 청암산업,조경란,298,009,000,86.641,13 12,2018/04/02 08:27:10,낙찰하한선 미달,
,6098129730,금평산업개발 주식회사,윤성민,298,079,000,86.662,11 02,2018/03/30 14:10:59,낙찰하한선 미달,
,6228109983,남도산업 주식회사,최대원,298,079,000,86.662,15 14,2018/04/02 07:13:57,낙찰하한선 미달,
,6138135492,유신환경 유한회사,권오현,298,279,700,86.720,10 12,2018/03/30 09:46:50,낙찰하한선 미달,
,6118120751,주식회사 승안환경,정문균,3,000,755,000,872.425,12 07,2018/04/01 22:56:51,예가초과,
