1,3058627650,새턴정보 주식회사,김복천,18,284,000,90.006,14 05,2018/03/27 11:27:03, ,
2,1208162444,시그마전자(주),정도용,18,286,310,90.017,14 01,2018/03/27 12:57:20, ,
,1198174315,주식회사 다솜이엔씨,송인주,,,,,서류미제출,
,4078600433,주식회사 강성티이씨,이기양,,,,,서류미제출,
,1298198478,주식회사 펀진,김득화,,,,,서류미제출,
,1138137229,두복산전(주),이영두,,,,,서류미제출,
,2148663189,주식회사 케이더블유엠산업기술,이동건,,,,,서류미제출,
,2158623647,시공전설(주),황호진,,,,,서류미제출,
,8318100359,주식회사 다움테크,김선화,,,,,서류미제출,
,3198600169,주식회사 한국영상솔루션,정돈우,,,,,기타,
,1248174165,(주)고려시스템,박가순,,,,,서류미제출,
,1298623254,주식회사 제노시스,송지윤,,,,,서류미제출,
,1248737987,주식회사 넷,김주형,,,,,기타,
