1,3048108261,대진환경산업(주),장인자,1,391,272,000,85.550,11 03,2018/03/30 09:33:04, ,
2,3028114054,대동개발(주),권영란,1,391,509,000,85.565,15 04,2018/03/30 09:35:11, ,
3,6138133330,삼삼환경 주식회사,박수연,1,391,566,800,85.569,15 13,2018/03/30 08:48:59, ,
4,4018115568,유한회사 대한이앤이,유희권,1,393,549,600,85.691,06 14,2018/03/29 17:46:23, ,
5,4098148549,(주)금성환경산업,방주환,1,393,634,240,85.696,06 10,2018/03/30 08:47:15, ,
6,3138101199,삼원환경산업주식회사,남궁훈,1,394,766,450,85.765,01 03,2018/03/30 09:33:48, ,
7,4018111960,(주)서원건설산업,심재왕,1,394,817,000,85.768,02 01,2018/03/27 09:49:17, ,
8,3038134446,정화환경산업 주식회사,이병홍,1,394,823,000,85.769,05 03,2018/03/30 09:14:58, ,
9,3078800817,현대환경산업개발 주식회사,김경태,1,394,859,860,85.771,09 01,2018/03/29 18:03:42, ,
10,6118115258,(주)성지이테크,한갑수,1,394,888,300,85.773,14 02,2018/03/30 09:40:57, ,
11,3088116254,(주)동양알디,박동호,1,395,166,000,85.790,07 13,2018/03/29 10:52:45, ,
12,3088105970,놀뫼환경 주식회사,서주원,1,395,579,000,85.815,07 04,2018/03/30 08:46:15, ,
13,3058131412,중앙아스콘(주),이홍직,1,396,600,150,85.878,06 14,2018/03/29 18:13:19, ,
14,3038129341,탄용환경개발(주),신동협,1,396,615,000,85.879,12 14,2018/03/30 09:22:03, ,
15,1258141328,동부이엔티 주식회사,허진원,1,396,965,900,85.901,01 05,2018/03/30 09:08:05, ,
16,3088109656,대형환경(주),강희권,1,397,265,000,85.919,12 02,2018/03/29 10:28:49, ,
17,3078117677,신화환경개발 주식회사,한갑수,1,398,525,000,85.996,12 06,2018/03/30 09:33:33, ,
18,1218132604,(주)글로벌환경,김상수,1,398,959,800,86.023,04 07,2018/03/30 00:26:57, ,
19,4058108701,그린이엔티 주식회사,안성국,1,399,695,500,86.068,04 15,2018/03/30 09:38:58, ,
20,1328158322,(주)금왕산업개발,강수영,1,400,002,220,86.087,04 03,2018/03/29 21:27:06, ,
21,3118120318,주식회사 대영환경,강연자,1,400,095,490,86.093,13 03,2018/03/30 09:20:19, ,
22,5098104216,동성환경산업(주),이재업,1,400,422,000,86.113,10 03,2018/03/23 17:00:47, ,
23,3128123230,도솔환경산업주식회사,임갑순,1,401,007,000,86.149,03 06,2018/03/30 08:13:04, ,
24,4168115217,호남산업(주),김상헌,1,401,904,760,86.204,04 05,2018/03/30 08:59:15, ,
25,6138133252,자원개발 주식회사,김필수,1,401,941,000,86.207,06 13,2018/03/28 18:25:49, ,
26,5108114427,(주)그린파워텍,조명범,1,402,205,780,86.223,09 05,2018/03/29 08:56:57, ,
27,3118113189,예일환경 주식회사,심상천,1,402,291,500,86.228,12 07,2018/03/28 17:48:38, ,
28,6138135492,유신환경 유한회사,권오현,1,402,291,700,86.228,04 09,2018/03/29 09:58:04, ,
29,4028180970,(주)상현환경,최점선,1,403,060,000,86.275,12 08,2018/03/29 21:50:16, ,
30,4058108147,(주)모악환경산업,이준호,1,403,260,750,86.288,11 01,2018/03/29 20:18:00, ,
31,4128127502,현대이엔티 주식회사,김기범,1,403,267,800,86.288,11 04,2018/03/30 08:27:01, ,
32,3078509189,인선이엔티 주식회사 세종,이준길,1,403,313,000,86.291,10 12,2018/03/29 10:34:34, ,
33,4028151683,주식회사 강성산업개발,김도근,1,403,688,000,86.314,13 04,2018/03/28 10:05:11, ,
34,3018128744,두제산업개발(주),이배식,1,404,188,100,86.345,04 01,2018/03/29 15:05:46, ,
35,3058127257,인선기업 주식회사,곽명헌,1,404,587,000,86.369,15 05,2018/03/30 08:03:07, ,
36,1248169018,(주)진흥중공업,박찬양,1,405,396,000,86.419,05 07,2018/03/29 11:34:56, ,
37,3128172013,주식회사 도성이엔에이,윤훈식,1,406,670,000,86.497,10 14,2018/03/30 09:46:38, ,
38,1358113381,정일산업(주),박상만,1,406,794,900,86.505,03 04,2018/03/30 08:51:34, ,
39,1248190239,삼흥산업개발(주),염태욱,1,407,704,000,86.561,08 02,2018/03/27 12:19:51, ,
40,3038136503,흥진환경(주),임홍락,1,408,181,000,86.590,02 03,2018/03/30 09:37:09, ,
41,1248147334,고려개발(주),최경숙,1,408,432,000,86.606,08 14,2018/03/30 09:16:24, ,
42,4188123921,(유)대성환경,이무용,1,408,596,000,86.616,12 09,2018/03/28 09:34:23, ,
43,5038165613,주식회사 상원엔텍,김정숙,1,408,626,200,86.618,12 04,2018/03/30 09:33:58, ,
44,3078116606,더블유아이케이환경 주식회사,김기수,1,409,887,700,86.695,04 03,2018/03/29 17:13:33, ,
45,3168110907,우선산업주식회사,김범진,1,409,904,000,86.696,02 05,2018/03/27 15:15:21, ,
46,5138111701,구미녹색환경(주),백락광,1,411,496,000,86.794,10 06,2018/03/30 08:46:38, ,
47,5088116892,주식회사 부호산업개발,이형진,1,411,704,000,86.807,11 07,2018/03/23 16:21:26, ,
48,3128119944,(주)천안환경,장명식,1,412,447,000,86.853,11 05,2018/03/29 09:38:13, ,
49,4048114802,(유)태경,김순수,1,412,604,100,86.862,14 11,2018/03/28 15:44:19, ,
50,3018130575,(주)중부환경,김기하,1,412,680,000,86.867,14 11,2018/03/30 09:23:38, ,
