1,4088107055,주식회사 동아기술공사,김찬정,1,379,957,000,83.096,05 06,2018/03/27 11:32:10, ,
2,2018145690,동부엔지니어링 주식회사,노재화,1,381,523,000,83.190,07 05,2018/03/27 09:54:08, ,
3,2088126957,극동엔지니어링 주식회사,이철준,1,382,407,000,83.243,03 05,2018/03/27 10:42:53, ,
4,3128111675,주식회사 경동엔지니어링,강재홍,1,384,229,000,83.353,06 01,2018/03/27 09:15:44, ,
5,1328126344,(주)신명건설기술공사,김장흥,1,385,300,000,83.418,11 01,2018/03/26 16:52:30, ,
6,1298120591,주식회사 한국종합기술,이인제,1,390,200,000,83.713,06 08,2018/03/27 10:30:59, ,
7,1028103786,주식회사 대한콘설탄트,박광하,1,490,000,000,89.722,09 06,2018/03/27 11:11:21, ,
,1308191738,주식회사 진우엔지니어링코리아,김명철,1,359,410,000,81.859,15 04,2018/03/26 17:13:45,낙찰하한선 미달,
,3158105115,주식회사 홍익기술단,성낙전,1,362,850,000,82.066,02 04,2018/03/27 11:08:36,낙찰하한선 미달,
,1278152705,주식회사 평화엔지니어링,권재원,1,363,800,000,82.123,09 02,2018/03/27 10:56:00,낙찰하한선 미달,
,1208122990,주식회사 천일,김창욱,1,364,499,000,82.165,05 08,2018/03/27 09:32:45,낙찰하한선 미달,
,2248113420,동남이엔씨 주식회사,이기선,1,364,800,000,82.183,01 13,2018/03/27 08:51:23,낙찰하한선 미달,
,1238174992,주식회사 일신이앤씨,송진규,1,366,400,000,82.279,08 06,2018/03/27 10:21:11,낙찰하한선 미달,
,2298108878,주식회사하이콘엔지니어링,이진완,1,367,740,000,82.360,15 11,2018/03/27 09:57:43,낙찰하한선 미달,
,2118108009,주식회사 도화엔지니어링,박승우,1,369,400,000,82.460,13 03,2018/03/27 11:33:26,낙찰하한선 미달,
,1278160942,주식회사 케이지엔지니어링종합건축사사무소,천병희,1,370,380,000,82.519,05 07,2018/03/27 09:10:31,낙찰하한선 미달,
,6058124465,주식회사 삼보기술단,신병관,1,371,180,000,82.567,01 13,2018/03/27 10:23:36,낙찰하한선 미달,
,2208118141,주식회사 유신,성낙일,1,373,663,000,82.717,14 06,2018/03/27 08:54:56,낙찰하한선 미달,
,1388101152,주식회사 건화,최진상,1,374,000,000,82.737,10 11,2018/03/27 09:34:27,낙찰하한선 미달,
,6098114412,주식회사 수성엔지니어링,박미례,1,377,123,000,82.925,04 02,2018/03/27 09:30:44,낙찰하한선 미달,
,1388101278,주식회사 이산,이원찬,1,377,850,000,82.969,15 01,2018/03/27 10:33:37,낙찰하한선 미달,
