1,1058683936,(주) 이지엠휴먼월드,임흥성,110,400,000,,,2018/03/26 17:35:59, ,
2,2018628551,제이피넷주식회사,조용태,118,690,000,,,2018/03/26 18:26:40, ,
3,2208160839,(주)엘리트코리아,남경현,116,000,000,,,2018/03/27 10:15:57, ,
4,2208781762,(주) 맨앤웍스컨설팅,김종식,114,400,000,,,2018/03/23 12:16:32, ,
,1358613708,주식회사 이우곤에이치알 연구소,송영웅,119,900,000,,,2018/03/23 14:14:10,협상평가부적격자,
