1,2048189718,주식회사 베스트환경산업,임은숙,40,458,200,88.553,13 05,2018/03/29 09:05:42, ,
2,2090529332,효성환경산업사,이 영 자,40,795,000,89.290,07 06,2018/03/28 23:51:47, ,
,5058165303,(주)크린에코,박동선,,,,,서류미제출,
,1342837935,풍성환경,김봉희,,,,,서류미제출,
,6028135153,(주)뉴스타시큐리티,김병원,,,,,서류미제출,
,3578600064,주식회사 에이원파트너스,이옥희,,,,,서류미제출,
,1342113633,으뜸환경,차기호,,,,,서류미제출,
,2048653670,주식회사 문성시스템,고지영,,,,,서류미제출,
,5148152078,주식회사 동우에스엔,방희석,,,,,서류미제출,
,1408157440,주식회사 엔앤비,김기영,,,,,서류미제출,
,5068164966,(주)엠에스,이정혜,,,,,서류미제출,
,5068124246,(주)대청환경,권상형,,,,,서류미제출,
,3178129205,하나환경 주식회사,한용희,,,,,서류미제출,
,1348140565,(주)보광시스템,김재성,,,,,서류미제출,
,1283188860,깨끗한세상,윤임자,,,,,서류미제출,
,1308614148,(주)미래가이드,허쾌조,,,,,서류미제출,
,3148638961,씨유니텍(주),김경휘,,,,,서류미제출,
,1108150257,능우개발주식회사,이명수,,,,,서류미제출,
,6171621560,현대실업,김수연,,,,,서류미제출,
,1348119780,현대빌딩관리(주),이태섭,,,,,서류미제출,
,1238609502,에이원이엠에스(주),장부열,,,,,서류미제출,
,4088181832,(유)송현,김현우,,,,,서류미제출,
,1348682196,(주)엔트,김문정,,,,,서류미제출,
,1348619368,주식회사 신세기시스템,권명숙,,,,,서류미제출,
,1408125915,주식회사 수호,안상홍,,,,,서류미제출,
,2048173744,주식회사 한성이엔지,김홍우,,,,,서류미제출,
,1400741685,우리환경,박영우,,,,,서류미제출,
,1348629624,화성환경 합자회사,조옥분,,,,,서류미제출,
,1288114567,율산개발 주식회사,유철수,,,,,서류미제출,
,6168193749,주식회사 퍼펙스,김난실,,,,,서류미제출,
,3018626023,주식회사 청담이엔지,박연옥,,,,,서류미제출,
,5028148149,(주)광명실업,남금자,,,,,서류미제출,
,1348189739,삼성종합관리 주식회사,안상진,,,,,서류미제출,
,1298158175,(주)닛시환경관리공사,이상진,,,,,서류미제출,
,1358181249,나라종합관리(주),김주종,,,,,서류미제출,
,7148100340,주식회사 예스종합관리,양진춘,,,,,서류미제출,
,4018700048,주식회사 플러스컴,진정화,,,,,서류미제출,
,2608700258,주식회사 맨파워,김국선,,,,,서류미제출,
,1348718084,주식회사 엔앤비종합건설,김용균,,,,,서류미제출,
,1128122698,(주)태성공사,이재구,,,,,서류미제출,
,4678800797,주식회사두영시스템,장태성,,,,,서류미제출,
,1348728428,(주)다산씨앤에스,이광수,,,,,서류미제출,
,1298600886,(주)에스큐시스텍,문규학,,,,,서류미제출,
,1078783152,주식회사 금강종합관리,이정은,,,,,서류미제출,
,5028610838,대호산업관리 주식회사,이병천,,,,,서류미제출,
,1348149697,(주)태성안전,심점례,,,,,서류미제출,
,1308704953,주식회사 해피드림,김현채,,,,,서류미제출,
,1078158215,(주)곰두리토탈서비스,최규옥,,,,,서류미제출,
