1,1378124244,동아공사 주식회사,박종기,53,086,000,88.004,06 01,2018/03/27 12:20:36, ,
2,1378178037,주식회사 반도자원,방정수,53,275,000,88.318,01 15,2018/03/28 09:38:00, ,
3,1368131567,주식회사 아이케이（IK.Co.,Ltd.）,이상진,53,627,000,88.901,04 09,2018/03/28 09:17:14, ,
,1368113652,주식회사 장형기업,김봉숙,52,486,000,87.010,10 13,2018/03/28 09:37:43,낙찰하한선 미달,
,1098143760,주식회사 수도권환경,이병권,52,583,000,87.170,09 05,2018/03/23 12:57:29,낙찰하한선 미달,
,1378175821,주식회사순환골재협회,고광종,52,878,000,87.659,02 03,2018/03/28 08:58:14,낙찰하한선 미달,
