* 1,1249136200,매산농장,이명갑,98,74.214,12 11,2018/03/30 16:41:12, ,
1,4959600235,입석농장,장재승,98,74.214,12 09,2018/03/30 10:44:12, ,
3,1258165034,이엘투엘주식회사,원관호,99.4,75.274,15 06,2018/03/29 11:00:50, ,
