1,6088183541,대진환경 주식회사,박진영,8,552,000,88.068,12 08,2018/03/30 09:17:59, ,
2,6118120275,주식회사 은창환경,조동심,8,567,000,88.222,03 15,2018/03/30 09:49:07, ,
3,6138127366,일신환경(주),이창근,8,585,500,88.413,12 10,2018/03/29 14:02:20, ,
4,6228109983,남도산업 주식회사,최대원,8,588,000,88.438,15 10,2018/03/29 08:35:17, ,
5,6098167748,주식회사 두남환경,정중석,8,591,000,88.469,14 03,2018/03/30 08:38:51, ,
5,6138129025,주식회사 아름산업,강태성,8,591,000,88.469,12 07,2018/03/30 09:27:36, ,
7,6228102700,한통아스콘 주식회사,김외현,8,596,000,88.521,09 05,2018/03/29 18:47:36, ,
8,5038165613,주식회사 상원엔텍,김정숙,8,597,800,88.539,12 06,2018/03/30 09:31:14, ,
9,6118111683,남양기업 주식회사,이필규,8,603,000,88.593,10 08,2018/03/30 09:49:33, ,
9,6138118080,주식회사 청암산업,조경란,8,603,000,88.593,07 15,2018/03/30 08:16:52, ,
11,6118119458,주식회사 초계산업,류삼엽,8,606,750,88.632,06 13,2018/03/30 09:36:31, ,
12,4518800147,청호환경산업 주식회사,김현주,8,607,000,88.634,01 11,2018/03/30 09:15:36, ,
13,6158136560,주식회사 중앙환경,박용기,8,616,000,88.727,12 04,2018/03/30 09:20:12, ,
14,6138139386,동건환경 주식회사,이정미,8,621,000,88.778,13 08,2018/03/26 10:51:57, ,
15,1288719832,주식회사 새벽산업개발,전정우,8,622,070,88.789,02 15,2018/03/29 12:27:29, ,
16,6138174985,주식회사 토지환경,차준호,8,622,280,88.791,02 13,2018/03/29 23:13:47, ,
17,6138135492,유신환경 유한회사,권오현,8,622,800,88.797,08 09,2018/03/29 09:53:34, ,
18,6098124282,현대환경개발 주식회사,김민수,8,624,000,88.809,06 03,2018/03/27 05:04:40, ,
19,6138105023,코데코 주식회사,이도숙,8,625,000,88.820,15 01,2018/03/30 09:28:56, ,
20,6088182294,좋은환경주식회사,차정원,8,626,000,88.830,13 06,2018/03/29 14:27:06, ,
21,6138133252,자원개발 주식회사,김필수,8,628,000,88.850,14 11,2018/03/28 18:27:57, ,
22,6158183554,세정건업 주식회사,이정재,8,630,000,88.871,01 10,2018/03/29 16:55:19, ,
22,6128105734,주식회사 조양산업,이기욱,8,630,000,88.871,13 01,2018/03/28 17:15:53, ,
24,6088133342,주식회사 광명환경산업,박영진,8,631,000,88.881,08 07,2018/03/28 07:36:10, ,
25,5638100553,주식회사세광,임복재,8,633,000,88.902,06 01,2018/03/28 13:13:32, ,
26,6158125476,한맥(주),허만율,8,635,800,88.931,05 02,2018/03/28 15:36:02, ,
27,6138133683,주식회사 초원환경,양영아,8,639,000,88.964,14 07,2018/03/30 09:35:29, ,
28,6158148504,(주)경부 이엔티,신휘영,8,642,000,88.995,08 06,2018/03/30 09:03:16, ,
29,7588100831,주식회사 주원환경,박주원,8,645,000,89.025,02 03,2018/03/28 19:28:44, ,
30,6158117205,주식회사 이엔에프(ENF Co.,Ltd.),우영기,8,647,520,89.051,14 13,2018/03/29 08:42:01, ,
31,8688700222,주식회사 탑리사이클링,주성현,8,653,600,89.114,09 13,2018/03/28 10:32:57, ,
32,6138127099,주식회사 삼우리콘산업,양진수,8,655,000,89.128,11 03,2018/03/25 09:31:48, ,
33,6088119466,대부개발 주식회사,금미자,8,655,400,89.133,07 15,2018/03/30 09:20:24, ,
34,6158107027,(주)정우개발,조기영,8,658,000,89.159,09 07,2018/03/30 09:35:05, ,
35,6138133330,삼삼환경 주식회사,박수연,8,670,800,89.291,11 01,2018/03/30 08:46:59, ,
36,6138139799,주식회사동영환경,임향자,8,679,000,89.376,15 13,2018/03/27 14:48:22, ,
37,6198104304,사천환경 주식회사,김술년,8,687,000,89.458,14 08,2018/03/29 14:04:10, ,
38,6118110646,(주)한국크락샤,하종탁,8,697,300,89.564,03 04,2018/03/30 08:56:33, ,
39,6088135845,주식회사 오곡산업,윤종열,8,699,000,89.582,08 11,2018/03/30 08:03:22, ,
40,6088118074,수성산업 주식회사,황장양,8,707,000,89.664,02 11,2018/03/28 14:29:57, ,
