1,1178119918,세종종합기술 주식회사,박기영,443,998,200,82.956,15 07,2018/03/29 17:39:27, ,
2,1388161505,주식회사 조은엔지니어링,신양식,443,999,323,82.956,01 04,2018/03/30 09:19:49, ,
3,1218147280,주식회사 천일이앤씨,이광우,444,303,400,83.013,09 11,2018/03/29 14:25:14, ,
4,5138139034,(주)에이치엘종합기술단,배재환,444,342,200,83.020,11 02,2018/03/29 09:52:00, ,
5,1148197652,(주)준영이엔씨,박우섭,444,358,200,83.023,06 07,2018/03/28 10:20:35, ,
6,4098133084,주식회사 티에스엔지니어링 건축사사무소,조규수,444,391,580,83.029,02 12,2018/03/30 09:27:52, ,
7,1188112617,주식회사 영화키스톤건축사사무소,김주열,444,519,000,83.053,02 03,2018/03/30 09:36:34, ,
8,2078135434,주식회사 신담엔지니어링,김종열,444,545,800,83.058,13 14,2018/03/30 09:32:19, ,
9,2158125903,(주)삼우씨엠건축사사무소,이호준,444,613,000,83.071,03 10,2018/03/30 09:45:57, ,
10,6138141825,(주)진일기술단,박배서,444,672,000,83.082,15 03,2018/03/29 18:21:22, ,
10,1058132709,주식회사 종합건축사사무소동일건축,윤수현,444,672,000,83.082,13 01,2018/03/30 09:52:01, ,
12,2068171024,(주)하일기술단,김일천,444,696,899,83.086,04 01,2018/03/30 09:42:58, ,
13,1388184226,(주)세움이앤씨건축사사무소,조용문,445,005,315,83.144,08 02,2018/03/29 15:13:42, ,
14,6078169207,주식회사 더베스트이앤씨,박병진,445,031,031,83.149,03 15,2018/03/30 09:16:45, ,
15,1288122276,주식회사 명광엔지니어링건축사사무소,진교삼,445,107,338,83.163,10 12,2018/03/29 16:41:28, ,
16,1248649642,주식회사명이에프씨,권기섭,445,177,400,83.176,04 02,2018/03/29 17:51:31, ,
17,1228607568,(주)금정이엔씨,이승현,445,206,680,83.181,13 10,2018/03/30 09:33:53, ,
18,1238144843,(주)경민엔지니어링,김백수,445,376,560,83.213,15 09,2018/03/29 17:04:07, ,
19,1358118222,주식회사 진광건설엔지니어링,오명훈,445,441,000,83.225,15 02,2018/03/30 09:47:55, ,
20,6218111768,(주)하우엔지니어링건축사사무소,손병찬,445,593,000,83.254,15 10,2018/03/30 09:23:52, ,
21,2088118350,(주)간삼건축종합건축사사무소,김태집,445,897,000,83.310,09 07,2018/03/29 14:25:03, ,
22,6058175358,주식회사 부흥이앤씨,정기용,445,902,173,83.311,09 15,2018/03/29 18:06:22, ,
23,2098124137,(주)재원엔지니어링,김명환,445,945,700,83.320,10 13,2018/03/29 14:00:08, ,
24,6090681627,화성감리,김대우,446,041,000,83.337,12 13,2018/03/29 17:43:11, ,
25,6078142095,(주)한국나이스기술단,최형식,446,073,385,83.343,01 08,2018/03/30 09:08:30, ,
26,6028108127,(주)상지엔지니어링건축사사무소,김동회,446,188,000,83.365,09 01,2018/03/30 09:12:03, ,
27,5138141511,(주)반석기술단,박성진,446,432,560,83.410,14 03,2018/03/28 17:19:16, ,
28,1078149604,주식회사 신화에프이씨,손기영,446,522,609,83.427,08 13,2018/03/29 16:20:53, ,
29,2148729892,주식회사 동원엔지니어링,이상열,446,568,095,83.436,10 14,2018/03/29 17:14:37, ,
30,1278128068,주식회사 케이제이종합엔지니어링,송주봉,446,579,000,83.438,14 06,2018/03/30 09:35:38, ,
31,1058672502,주식회사 대성종합건축사사무소,이율구,446,600,000,83.442,03 04,2018/03/29 18:30:34, ,
32,1358123012,주식회사 세광티이씨,고성명,446,859,365,83.490,04 10,2018/03/30 09:15:16, ,
33,6058150809,주식회사 정엔지니어링,박정철,446,870,200,83.492,10 06,2018/03/29 18:03:31, ,
34,6048135047,(주)세종기술단,조욱제,447,200,000,83.554,01 13,2018/03/29 18:21:36, ,
35,2158188868,(주)삼진탑테크엔지니어링,김진현,447,398,000,83.591,13 09,2018/03/29 17:33:15, ,
36,3128176474,주식회사 대림엠이씨,이용철,447,418,280,83.595,02 12,2018/03/30 08:08:38, ,
37,5028129273,(주)진명엔지니어링건축사사무소,서정학,447,421,600,83.595,03 11,2018/03/30 09:31:20, ,
38,1228607762,주식회사 케이아이씨,김종옥,447,439,430,83.599,15 14,2018/03/29 17:49:58, ,
39,2208714356,(주)천도건축사사무소,이웅배,447,453,500,83.601,11 06,2018/03/30 09:39:04, ,
40,6108120549,(주)대흥종합엔지니어링건축사사무소,정태석,447,912,000,83.687,15 05,2018/03/30 09:28:59, ,
41,6048134922,신동아전기감리(주),이진곤,448,247,850,83.750,09 07,2018/03/30 09:55:48, ,
42,1298617145,(주)해우엔지니어링건축사사무소,김지언,448,317,330,83.763,09 11,2018/03/30 09:03:36, ,
43,2028150221,(주)세정이에프씨,이용철,449,418,890,83.968,06 15,2018/03/30 09:35:37, ,
44,6378100378,주식회사 조은엔지니어링,김종희,449,791,000,84.038,13 04,2018/03/28 13:17:36, ,
45,2228105550,주식회사 한일엔지니어링,김순희,450,458,810,84.163,15 09,2018/03/28 09:20:07, ,
46,2158691863,주식회사 한국전기설계감리기술단,조원식,450,514,000,84.173,11 15,2018/03/28 16:22:05, ,
47,1248151560,(주)이지건축,김재영,451,339,000,84.327,08 12,2018/03/29 19:25:58, ,
48,6098193697,주식회사 한빛기술단,정성삼,453,179,949,84.671,01 11,2018/03/29 01:05:28, ,
49,1238175671,주식회사 세명이엔지,방장원,453,211,100,84.677,13 05,2018/03/29 16:00:13, ,
50,4028172316,주식회사이린,김한규,453,294,600,84.693,05 08,2018/03/29 13:55:47, ,
