1,5148136438,주식회사 가야고속관광,서태숙,19,393,000,88.005,09 10,2018/04/02 09:21:43, ,
2,2748700617,주식회사 엠에스투어,김명신,19,397,660,88.026,05 08,2018/03/29 14:20:19, ,
3,5048156951,(주)엑스코투어,배주열,19,400,000,88.037,12 09,2018/03/27 18:46:38, ,
4,5028626228,주식회사 우리들여행사,서대현,19,406,481,88.066,04 07,2018/03/30 17:54:47, ,
5,5048611610,주식회사 프린스항공투어,심민수,19,407,360,88.070,13 14,2018/03/30 14:08:24, ,
6,5048167119,(주)명문여행사,성기용,19,408,760,88.077,13 03,2018/03/29 11:28:43, ,
7,5028150873,주식회사 캔유여행사,허난영,19,423,000,88.141,01 11,2018/03/29 16:47:54, ,
8,5038170362,대구관광여행사(주),김해숙,19,435,100,88.196,13 10,2018/03/30 15:27:36, ,
9,5018115946,(주)여행닷컴,박회국,19,439,900,88.218,06 05,2018/03/29 12:46:24, ,
10,5018103343,주식회사 경북관광,정은채,19,443,900,88.236,03 07,2018/03/30 17:35:08, ,
11,5138132588,주식회사삼성그린투어,이강태,19,444,300,88.238,03 04,2018/03/31 23:20:35, ,
12,6088119656,주식회사 스타대구고속관광,이규석,19,447,200,88.251,14 13,2018/03/30 19:36:47, ,
13,5038166102,(주)미래여행사,서승혜,19,450,000,88.264,11 07,2018/03/29 15:20:51, ,
14,5048610343,주식회사 새천년고속관광,이재동,19,450,560,88.266,11 07,2018/03/31 11:14:01, ,
15,5028613005,(주)해오름여행사,전춘애,19,452,810,88.277,02 10,2018/03/30 18:16:47, ,
16,5148136383,이천이월드고속관광(주),김석동,19,457,800,88.299,01 06,2018/03/31 15:10:26, ,
17,5148125552,주식회사 일석관광,손제원,19,459,000,88.305,07 01,2018/04/02 09:24:58, ,
18,5018106748,협성나이스투어(주),김제진,19,461,600,88.317,03 15,2018/03/28 13:44:40, ,
19,5048612768,주식회사 대진관광여행사,노경혜,19,465,550,88.335,02 06,2018/03/30 19:41:53, ,
20,5148185910,주식회사 여행코리아,김상구,19,466,300,88.338,14 08,2018/04/01 15:15:42, ,
21,5048601354,여행을떠나요 주식회사,김지훈,19,468,000,88.346,05 02,2018/03/28 10:25:24, ,
22,5018119127,(주)쌍마관광,하재춘,19,473,140,88.369,15 07,2018/03/30 15:37:59, ,
23,2958600198,주식회사 올림피아관광여행사,박하나,19,481,000,88.405,14 10,2018/03/29 19:53:02, ,
24,5028607575,주식회사 브이아이피투어,노주희,19,488,400,88.438,06 07,2018/03/30 15:00:56, ,
25,5058157496,다인고속관광(주),김의수,19,488,800,88.440,14 15,2018/04/02 08:51:57, ,
26,5048131173,주식회사 경일항공여행사,서종교,19,489,300,88.442,03 10,2018/03/31 21:16:58, ,
27,5048604818,(주)여행하는 사람들,양현경,19,494,500,88.466,15 12,2018/03/28 16:29:35, ,
28,5028637050,뉴부림고속관광 주식회사,문홍국,19,494,660,88.467,03 07,2018/03/30 16:03:28, ,
29,5148131753,비젼투어주식회사(Vision Tour Co. , Ltd.),김동휴,19,503,000,88.504,05 06,2018/03/30 13:37:08, ,
30,6458600466,주식회사 이편한여행,오재욱,19,503,200,88.505,09 04,2018/03/30 11:51:44, ,
31,5148130263,해성고속관광주식회사,이명진,19,515,000,88.559,05 11,2018/04/02 09:16:18, ,
32,5018118526,(주)통일관광여행사,권윤혜,19,518,800,88.576,04 10,2018/03/28 17:13:17, ,
33,5028611201,주식회사 하나항공여행사,이동근,19,521,300,88.588,08 14,2018/03/30 19:26:23, ,
34,5048181824,(주)대구대아투어,차일수,19,523,800,88.599,07 12,2018/03/28 15:00:08, ,
35,5048613302,주식회사 정직한여행,김윤조,19,533,200,88.642,13 01,2018/03/30 10:45:49, ,
36,5028617850,대구부림여행사 주식회사,장재민,19,535,600,88.652,03 15,2018/03/30 14:25:36, ,
37,5048130344,(주)대진고속관광,전대진,19,540,000,88.672,13 03,2018/04/01 21:54:19, ,
38,5018124595,무궁화고속관광 (주),장현민,19,547,600,88.707,14 07,2018/03/30 17:18:57, ,
39,5018101952,경상관광(주),장재호,19,552,840,88.731,15 04,2018/04/02 08:58:41, ,
40,5048600656,주식회사 고속관광영남,박문규,19,569,350,88.806,08 15,2018/03/30 17:29:45, ,
41,6088154901,희성고속관광(주),송정애,19,574,000,88.827,10 08,2018/03/28 11:08:51, ,
42,6168145330,(주)동아투어,이은애,19,577,300,88.842,03 01,2018/03/30 14:52:28, ,
43,5308100553,주식회사은성여행사,강경완,19,589,800,88.898,12 07,2018/03/29 09:41:16, ,
44,5038120732,(주) 가야항공여행사,조현석,19,617,800,89.025,03 06,2018/04/01 22:33:16, ,
45,5148132937,오성항공여행사(주),김춘자,19,619,000,89.031,13 06,2018/04/02 09:19:23, ,
46,5048132717,(주)세운고속관광,정원식,19,647,900,89.162,14 02,2018/03/30 15:17:11, ,
47,5048196123,(주)세명여행사,박경미,19,727,200,89.522,12 05,2018/03/29 09:59:57, ,
48,5148125381,(주)스마일관광,조인철,19,731,330,89.541,12 04,2018/03/29 11:41:01, ,
49,5148117561,오성고속관광(주),김병렬,19,830,000,89.988,07 13,2018/04/02 01:58:29, ,
50,5038604509,(주) 버스톡,강성광,20,000,402,90.762,13 15,2018/04/02 02:00:59, ,
