* 1,4078105976,(유)그린환경건설,정봉수,11,330,000,90.669,01 08,2018/03/27 10:14:48, ,
1,4078112064,금강환경건설(유),소문호,11,330,000,90.669,02 14,2018/03/23 17:48:21, ,
3,4078127077,주식회사 다솔이엔티,설정자,11,340,000,90.749,03 06,2018/03/26 09:11:00, ,
4,4078125180,중앙산업 유한회사,이정우,11,341,000,90.757,02 11,2018/03/23 17:46:28, ,
