1,5118106779,주산엔지니어링(주),문창의,35,161,000,87.781,10 14,2018/03/26 16:19:46, ,
2,4018141353,유한회사 세종건설기술,조천목,35,183,000,87.836,08 03,2018/03/27 09:40:48, ,
3,3078116192,주식회사 양지,양계승,35,194,000,87.863,12 01,2018/03/27 09:23:10, ,
3,1288687139,주흘이엔지 주식회사,윤청일,35,194,000,87.863,12 07,2018/03/26 15:00:51, ,
5,5058138596,주식회사 동우이엔지,우정미,35,195,490,87.867,12 06,2018/03/27 08:59:16, ,
6,1328151014,(주)우진기술단,김마리아,35,196,200,87.869,09 05,2018/03/26 17:01:44, ,
7,4088600474,(주)성율이앤지,주수영,35,200,000,87.878,03 09,2018/03/27 09:15:21, ,
8,1288122335,삼아항업 주식회사,길영옥,35,219,700,87.928,05 07,2018/03/27 11:02:44, ,
9,4088608549,주식회사 동신이엔지,최재현,35,220,000,87.928,06 01,2018/03/27 11:27:13, ,
9,5718100476,주식회사 동신지티아이,임형택,35,220,000,87.928,15 13,2018/03/27 09:26:47, ,
9,1238195245,주식회사 지오투정보기술,오정환,35,220,000,87.928,04 07,2018/03/27 10:00:59, ,
12,5088120697,(주)우수이앤씨,권혜경,35,221,000,87.931,13 09,2018/03/26 16:56:34, ,
13,3018630911,주식회사 태광건설,한광희,35,226,459,87.945,14 03,2018/03/21 15:02:21, ,
14,2148101868,(주)범아엔지니어링,안호준,35,231,500,87.957,12 05,2018/03/27 09:59:38, ,
15,4178128035,주식회사 우빈기술공사,조연우,35,257,000,88.021,02 15,2018/03/26 17:42:46, ,
16,4118153569,뉴비전엔지니어링 주식회사,윤한숙,35,264,500,88.039,12 07,2018/03/27 09:41:29, ,
17,5048167647,(주)우림종합엔지니어링,백운규,35,272,000,88.058,11 02,2018/03/27 09:31:05, ,
18,4078116380,주식회사 세종건설기술,유영일,35,289,000,88.101,07 02,2018/03/27 09:41:36, ,
19,5108119849,티엘엔지니어링 주식회사,김문기,35,328,000,88.198,12 14,2018/03/26 15:24:54, ,
20,5138165639,주식회사 이룸엔지니어링,최재홍,35,336,000,88.218,03 06,2018/03/21 20:06:40, ,
21,1388168852,주식회사 케이디이엔씨,심보영,35,373,500,88.312,03 04,2018/03/26 11:47:34, ,
22,1238183924,주식회사 화신파워텍,원종위,35,413,840,88.412,12 05,2018/03/20 16:18:21, ,
23,5958800428,(주) 아성공간정보,김종헌,35,438,900,88.475,11 09,2018/03/23 14:03:16, ,
24,3128674753,주식회사 에이스이디씨,이충세,35,448,930,88.500,04 03,2018/03/26 16:17:19, ,
25,2068166308,주식회사 해동종합엔지니어링,이일성,35,500,000,88.627,05 09,2018/03/20 17:07:05, ,
26,1308610064,지오션 주식회사,김창원,35,578,000,88.822,05 14,2018/03/23 09:39:00, ,
27,5028133248,주식회사 한성유아이,김현호,35,666,600,89.043,14 03,2018/03/23 16:12:24, ,
28,5028182749,(주)동신엔지니어링,정옥희,35,735,000,89.214,15 12,2018/03/20 17:32:20, ,
29,1198660441,주식회사 도진엔지니어링,이진섭,35,800,000,89.376,02 12,2018/03/27 09:01:37, ,
30,2208105286,(주)경일기술단,허용,35,980,000,89.826,05 03,2018/03/23 18:26:18, ,
31,3028122909,주식회사녹색기술공사,권영국,39,000,000,97.365,13 09,2018/03/23 17:19:03, ,
32,6058118435,주식회사 삼영기술,이기상,39,400,000,98.364,13 14,2018/03/27 09:28:14, ,
33,6218151076,주식회사 화성엔지니어링,백종숙,39,500,000,98.614,08 03,2018/03/23 10:18:04, ,
34,3128111530,주식회사 한경기술공사,윤여삼,39,990,000,99.837,10 11,2018/03/26 11:48:20, ,
35,6058158252,마린리서치(주),김종신,40,000,000,99.862,15 14,2018/03/21 15:18:48, ,
,4168164891,(주)상산,김진옥,34,777,000,86.822,11 02,2018/03/26 17:23:36,낙찰하한선 미달,
,2238113830,(주) 한울,류재구,34,877,000,87.072,15 14,2018/03/26 16:13:08,낙찰하한선 미달,
,1388126599,(주)케이탑이엔씨,권재혁,34,877,000,87.072,12 07,2018/03/21 18:01:43,낙찰하한선 미달,
,4028609593,주식회사 대원이엔지,정상권,34,888,000,87.100,01 14,2018/03/27 11:27:03,낙찰하한선 미달,
,1248189300,(주)강서엔지니어링,정찬일,34,902,000,87.134,02 05,2018/03/22 09:47:05,낙찰하한선 미달,
,2228129436,주식회사 하나지오텍,이정화,34,905,000,87.142,14 07,2018/03/27 09:36:12,낙찰하한선 미달,
,1288609400,주식회사 지엔에스,정영호,34,916,000,87.169,13 04,2018/03/26 13:14:26,낙찰하한선 미달,
,1388135157,글로벌공간정보 주식회사,권선욱,34,935,000,87.217,09 05,2018/03/26 13:01:19,낙찰하한선 미달,
,2228127699,주식회사 동남엔지니어링,김남훈,34,936,000,87.219,04 05,2018/03/27 10:39:12,낙찰하한선 미달,
,4168149056,(주)에스이,박흥재,34,937,000,87.222,02 11,2018/03/26 17:08:37,낙찰하한선 미달,
,1448115059,주식회사 테크피아,한기태,34,940,000,87.229,09 14,2018/03/26 09:45:49,낙찰하한선 미달,
,6088196823,주식회사 한라지리정보,이하정,34,956,700,87.271,12 02,2018/03/22 11:13:53,낙찰하한선 미달,
,1078180852,(주)삼경이엔씨,이선우,34,998,000,87.374,08 06,2018/03/21 11:17:45,낙찰하한선 미달,
,1308667456,주식회사 대용,김대천,35,003,000,87.387,13 12,2018/03/26 14:15:43,낙찰하한선 미달,
,4028175026,유한회사한강건설,이제형,35,010,000,87.404,08 11,2018/03/27 09:34:05,낙찰하한선 미달,
