1,1378175821,주식회사순환골재협회,고광종,44,731,000,88.229,01 08,2018/03/27 08:35:42, ,
2,1098143760,주식회사 수도권환경,이병권,44,803,000,88.371,07 10,2018/03/23 12:56:31, ,
3,1368113652,주식회사 장형기업,김봉숙,45,227,000,89.207,01 07,2018/03/27 09:16:41, ,
4,1368131567,주식회사 아이케이（IK.Co.,Ltd.）,이상진,48,000,000,94.677,07 02,2018/03/27 09:18:59, ,
