1,2208160839,(주)엘리트코리아,남경현,136,000,000,96.951,,, ,
2,1058201810,(사)한국능률협회,최권석,133,000,000,94.813,,, ,
,1028205476,한국생산성본부,노규성,130,900,000,93.316,,,협상평가부적격자,
,1218166685,주식회사 좋은일컴퍼니,이영진,140,200,000,99.945,,,협상평가부적격자,
