1,7088700686,주식회사 디자인에이원,이경자,39,900,000,99.750,,2018/03/27 09:42:58, ,
,6173643219,YG커뮤니케이션,김영갑,39,950,000,99.875,,2018/03/27 09:38:40,협상평가부적격자,
