1,1208162444,시그마전자(주),정도용,13,834,160,90.442,08 04,2018/03/27 12:58:24, ,
2,3058627650,새턴정보 주식회사,김복천,13,859,000,90.605,09 13,2018/03/27 11:25:17, ,
,1348191176,동명전기 주식회사,임선기,,,,,서류미제출,
,1178167894,(주)동우이에프씨,이동술,,,,,서류미제출,
,1238644998,대영전설 주식회사,황지영,,,,,서류미제출,
,1350895546,대흥전기,이대학,,,,,서류미제출,
,1408173042,(주) 거산 전력,이추자,,,,,서류미제출,
,1428800525,이원전기 주식회사,김순귀,,,,,서류미제출,
,1321183570,한국전기,김용선,,,,,서류미제출,
,2103476500,아세아전설,임태진,,,,,서류미제출,
,1218637211,주식회사 신신이엔씨,윤여일,,,,,서류미제출,
,1388117066,세광산업(주),김재붕,,,,,서류미제출,
,1068199682,(주)광도전기통신공사,정학철,,,,,서류미제출,
,1318183584,(주)한밭전력,오현춘,,,,,서류미제출,
,4696100011,더엠일렉트릭스,이민규,,,,,서류미제출,
,1252353746,덕성전기,남성우,,,,,서류미제출,
,1238166060,(주)대길전기통신,조우만,,,,,서류미제출,
,1262018775,일승전기,한경숙,,,,,서류미제출,
,1218619853,(주)오름전력,권영제,,,,,서류미제출,
,1262365662,미성전기공사,박미숙,,,,,서류미제출,
,2098116660,(주)경금전설,김병운,,,,,서류미제출,
,1198114239,주식회사대광산전,김승룡,,,,,서류미제출,
,2248158636,주식회사 디씨이엑스,양창훈,,,,,서류미제출,
,2208818835,디오이앤씨 주식회사,김재윤,,,,,서류미제출,
,1198153552,태양이앤드(주),조동학,,,,,서류미제출,
,1258110392,합자회사 광일전력공사,원유태,,,,,서류미제출,
,2148158546,대현전력(주),조금옥,,,,,서류미제출,
,1100346809,중앙전기건설공사,김선옥,,,,,서류미제출,
,6138178754,주식회사 청솔,김영만,,,,,서류미제출,
,1241737359,월드전기,박숙희,,,,,서류미제출,
,4078600433,주식회사 강성티이씨,이기양,,,,,서류미제출,
,1298198478,주식회사 펀진,김득화,,,,,서류미제출,
,1341830248,삼영 전기 건설,전용대,,,,,서류미제출,
,1298124506,(주)미래전력,전봉수,,,,,서류미제출,
,1238181402,주식회사 대진티엔에스,권영석,,,,,서류미제출,
,1138137229,두복산전(주),이영두,,,,,서류미제출,
,1328185227,명균건설(주),박희라,,,,,서류미제출,
,2048609892,(주)창성전기소방,이용식,,,,,서류미제출,
,2128179545,(주) 한주전력,이병건,,,,,서류미제출,
,2228107219,효림기업 주식회사,진용국,,,,,서류미제출,
,1058691402,신림전기 주식회사,이승규,,,,,서류미제출,
,1278179607,주식회사다우이앤씨,이명순,,,,,서류미제출,
,1261679625,대한전기,김태환,,,,,서류미제출,
,1378625985,주식회사 가가전력,정재복,,,,,서류미제출,
,1298680328,우경테크 주식회사,김정애,,,,,서류미제출,
,1278638784,주식회사 한성엔지니어링,김수원,,,,,서류미제출,
,1148198739,(주)두원엔이씨,정원준,,,,,서류미제출,
,1371264726,선일전업공사,허회경,,,,,서류미제출,
,6498800142,주식회사 다래전력,김우수,,,,,서류미제출,
,1340823603,대광전기에너지시스템,박해섭,,,,,서류미제출,
