1,1288643392,주식회사 희민개발,윤양재,44,157,180,88.261,07 10,2018/03/21 14:19:37, ,
2,1288613277,(주)유일종합관리,김성덕,44,198,970,88.344,13 08,2018/03/26 21:02:20, ,
3,1308704953,주식회사 해피드림,김현채,44,256,400,88.459,11 06,2018/03/24 21:30:59, ,
,6168620159,주식회사 해광,소성호,43,622,880,87.193,10 07,2018/03/26 20:52:03,낙찰하한선 미달,
,1248643518,(주) 한길이앤씨,이천식,43,697,320,87.341,01 12,2018/03/27 08:14:59,낙찰하한선 미달,
,1348140546,선진환경 주식회사,이교헌,43,758,280,87.463,10 06,2018/03/26 17:58:09,낙찰하한선 미달,
,1298668305,선라이즈 주식회사,이옥자,43,793,630,87.534,03 12,2018/03/26 09:18:39,낙찰하한선 미달,
,1448120436,주식회사 에스알종합관리,양재준,43,820,300,87.587,11 14,2018/03/23 13:37:34,낙찰하한선 미달,
,6078177202,(주)영시큐리티,신은희,43,897,500,87.742,07 04,2018/03/23 14:23:01,낙찰하한선 미달,
,1358182758,(주)태영이엔씨,문진구,43,900,959,87.749,04 08,2018/03/21 19:02:43,낙찰하한선 미달,
,1288687309,주식회사 디오종합관리,김상섭,43,909,590,87.766,05 06,2018/03/27 00:50:08,낙찰하한선 미달,
,1248736222,(주)모닝종합관리,방장석,43,924,990,87.797,03 09,2018/03/27 09:06:32,낙찰하한선 미달,
,1308685890,주식회사 한진비엠에쓰,한상기,43,948,410,87.843,05 02,2018/03/26 00:09:07,낙찰하한선 미달,
,1948600823,주식회사 티아이엠,송태인,43,965,220,87.877,12 07,2018/03/26 14:54:44,낙찰하한선 미달,
,7308800579,주식회사피엠피케이,강외주,43,975,420,87.897,15 04,2018/03/26 10:42:53,낙찰하한선 미달,
,3058630927,주식회사 광주종합관리,김태이,43,981,680,87.910,08 12,2018/03/27 09:59:27,낙찰하한선 미달,
,1358142038,(주)한길종합관리,정태옥,44,025,000,87.996,09 07,2018/03/27 09:06:52,낙찰하한선 미달,
,1358610716,유창건설주식회사,안영미,,,,,기타,
,3128669283,주식회사 태광관리,안종기,,,,,기타,
,1318188804,(주)에스투피써비스,김명선,,,,,기타,
,1308660166,주식회사 세원관리,천인순,,,,,기타,
,1348611992,주식회사 남양,정선구,,,,,기타,
,1348626286,(주)더블엠종합관리,전기영,,,,,기타,
,1308689289,신풍개발주식회사,유명숙,,,,,기타,
,1348730128,주식회사 태광종합관리,윤이순,,,,,기타,
,1248731265,주식회사 세종비엠에스,양동규,,,,,기타,
,1248635610,(주)탑월드,김강섭,,,,,기타,
,1348619368,주식회사 신세기시스템,권명숙,,,,,기타,
,1308683946,대기종합관리 주식회사,표은선,,,,,기타,
,1298651139,(주)선두기업,김양희,,,,,기타,
,3368800566,주식회사 효령종합건설,이우창,,,,,기타,
,1348623085,(주)신원티에스,박근무,,,,,기타,
,1258130442,성남건설산업주식회사,허남이,,,,,기타,
,1298189042,태원비엠씨 주식회사,김민수,,,,,기타,
,1358146354,에이치에스 주식회사,김현주,,,,,기타,
,1248618270,기창건설주식회사,김순갑,,,,,기타,
,1348132406,주식회사 청원종합관리,이평훈,,,,,기타,
,1298600886,(주)에스큐시스텍,문규학,,,,,기타,
,3528100439,주식회사 태종,옥귀태,,,,,기타,
,2478600618,주식회사 대경에스텍,허명숙,,,,,기타,
,1308692047,주식회사 한결티엠에스,윤혜영,,,,,기타,
,1418113746,주식회사 신한강개발,조영선,,,,,기타,
,1248648890,(주)삼광개발,김일환,,,,,기타,
,1348139146,(주)서비스뱅크,김옥기,,,,,기타,
,1308195641,주식회사 세움,김영기,,,,,기타,
,1078149638,대화안전관리(주),원길호,,,,,기타,
,1108149105,(주)라포르지엠,신미진,,,,,기타,
,1408165810,주식회사 에스캅시큐리티,이지은,,,,,기타,
,1058187617,(주)청호종합관리,이은규,,,,,기타,
,2288103939,주식회사 케이에스퍼스트,황인경,,,,,기타,
