1,3368700098,농업회사법인(주)미래농업전략연구원,김윤태,,,13 09,2018/03/25 17:14:31, ,
,7888800205,한국농업아카데미 주식회사,이덕형,,,01 04,2018/03/25 18:13:01,협상평가부적격자,
