
용역,20180327162-00,0,초고주파 산란신호 모의생성 소프트웨어 개발,국방과학연구소,2018/04/02 13:40,1,,,,유찰,
용역,20180335893-00,0,철도안전전문가 Expert 교육과정 개발 용역,한국교통안전공단,2018/04/02 13:35,,,,,유찰,
용역,20180335506-00,0,서울디지텍고 2학년 제주도교육여행 용역 입찰공고,서울특별시교육청 서울디지텍고등학교,2018/04/02 13:30,2,(주)정풍관광,47,241,000,93.489,개찰완료,
용역,20180331570-00,0,덕암고등학교 2018학년도 테마식현장체험학습 위탁 용역 공고,전라북도교육청 덕암고등학교,2018/04/02 13:00,1,,,,유찰,
용역,20180332453-00,0,2018년 자동제어설비 유지관리용역,서울특별시 상수도사업본부 구의아리수정수센터,2018/04/02 13:00,6,(주)종성테크,41,712,500,88.383,개찰완료,
용역,20180333625-02,0,2018학년도 서울디지텍고 3학년 취업캠프 위탁용역 입찰 공고,서울특별시교육청 서울디지텍고등학교,2018/04/02 13:00,3,(주) 이지엠휴먼월드,25,900,000,97.459,개찰완료,
용역,20180336460-00,0,2018년 자동제어설비 유지관리 용역,서울특별시 상수도사업본부 강동수도사업소,2018/04/02 13:00,25,(주)성강통신기술사사무소,24,646,700,88.629,개찰완료,
용역,20180340268-00,0,2018년 1차 한강수계 건설폐기물(파쇄류) 처리용역(1권역),환경보전협회,2018/04/02 13:00,25,(주)양지산업,188,010,140,87.752,개찰완료,
용역,20180340404-00,0,2018년 1차 한강수계 건설폐기물(파쇄류) 처리용역(2권역),환경보전협회,2018/04/02 13:00,35,삼환환경(주),112,838,170,87.776,개찰완료,
용역,20180340424-00,0,2018년 1차 한강수계 건설폐기물(소각류) 처리용역,환경보전협회,2018/04/02 13:00,2,(주)진흥중공업,97,987,000,88.138,개찰완료,
용역,20180340474-01,0,2018년 1차 한강수계 지정폐기물(폐석면) 처리용역,환경보전협회,2018/04/02 13:00,2,주식회사 케이엠그린,3,400,000,86.21,개찰완료,
용역,20180340834-00,0,신관 군계획시설도로(소로2-74호선) 건설폐기물 처리 용역,경상남도 함양군,2018/04/02 13:00,41,주식회사 오곡산업,79,346,000,87.81,개찰완료,
